,p_number,name,salary
0,65392,김정인,3000만원
1,75750,양훈,15000만원
2,63342,조상우,17000만원
3,75321,손승락,70000만원
4,76350,김세현,16000만원
5,75258,금민철,7900만원
6,97541,이정훈,4900만원
7,65331,피어밴드,450000달러
8,62363,한현희,30000만원
9,61365,김대우,11000만원
10,72749,마정길,20000만원
11,99314,송신영,19000만원
12,60336,문성현,11000만원
13,62360,김동준,3000만원
14,72321,배힘찬,3300만원
15,60339,김정훈,3400만원
16,64350,하영민,5500만원
17,65343,김택형,4400만원
18,60342,정회찬,2700만원
19,74359,오재영,8800만원
20,63960,이상민,3000만원
21,76430,김상수,6000만원
