,p_number,name,salary
0,65067,조무근,8500만원
1,60848,최원재,4600만원
2,75149,홍성용,7000만원
3,77318,장시환,8900만원
4,65062,김재윤,7200만원
5,65042,홍성무,3600만원
6,64041,안상빈,3700만원
7,60264,정대현,6300만원
8,79191,배우열,3600만원
9,75730,윤근영,6200만원
10,64001,고영표,4400만원
11,65048,김민수,3200만원
12,65056,엄상백,6000만원
13,65057,이창재,4400만원
14,64017,심재민,4700만원
15,72261,황덕균,2700만원
16,99563,김사율,20000만원
17,65060,주권,3600만원
18,65058,정성곤,3900만원
19,74543,최대성,8500만원
20,63137,이윤학,2700만원
