,p_number,name,salary
0,79840,윤석주,2800만원
1,72862,윤길현,50000만원
2,74857,정우람,120000만원
3,77829,김광현,85000만원
4,75138,신재웅,16500만원
5,65856,켈리,750000달러
6,64893,박민호,4000만원
7,75340,전유수,13000만원
8,67845,밴와트,400000달러
9,78819,백인식,3800만원
10,63810,세든,400000달러
11,60841,박종훈,7000만원
12,75250,박정배,8000만원
13,76858,박희수,14000만원
14,74838,윤희상,12000만원
15,61895,서진용,3000만원
16,71845,채병용,25000만원
17,72523,고효준,8000만원
18,60845,문광은,6000만원
19,79847,김태훈,2800만원
