,p_number,name,salary
0,65696,김명찬,2900만원
1,78823,김준,3200만원
2,77637,양현종,75000만원
3,97336,최영필,13000만원
4,75620,윤석민,125000만원
5,76610,한기주,6500만원
6,72641,김진우,12000만원
7,73632,임준혁,13000만원
8,70142,김광수,10000만원
9,60636,심동섭,14000만원
10,71255,김태영,8800만원
11,61666,한승혁,7000만원
12,65639,박정수,2700만원
13,61643,홍건희,4500만원
14,63638,박준표,4500만원
15,60634,임기준,3300만원
16,62349,김병현,15000만원
17,61715,유창식,6000만원
18,76140,신창호,3700만원
19,65643,문경찬,2700만원
20,65661,이종석,2700만원
