,p_number,name,salary
0,75852,김선규,6000만원
1,73117,우규민,40000만원
2,61329,윤지웅,12500만원
3,62698,소사,500000달러
4,60181,김지용,4000만원
5,71118,이동현,60000만원
6,63111,류제국,18000만원
7,70839,신승현,6000만원
8,77147,봉중근,30000만원
9,61891,임정우,12500만원
10,78148,정찬헌,5100만원
11,76757,유원상,7500만원
12,76650,진해수,9500만원
13,99152,김광삼,5000만원
14,60146,이승현,3700만원
15,64155,임지섭,3500만원
16,62463,이준형,2800만원
17,74139,장진용,5000만원
18,79140,최동환,3500만원
