,p_number,name,salary
0,79748,구본범,2900만원
1,64768,조영우,2800만원
2,73750,윤규진,17000만원
3,65742,로저스,1700000달러
4,99737,박정진,30000만원
5,60764,김용주,3000만원
6,62611,임준섭,8500만원
7,62919,김기현,3300만원
8,77452,이동걸,3500만원
9,78760,정대훈,5100만원
10,79760,박성호,5000만원
11,72447,권혁,45000만원
12,73738,안영명,28000만원
13,65764,김민우,3800만원
14,74731,송창식,16000만원
15,64769,정광운,2800만원
16,73801,송은범,45000만원
17,70425,배영수,55000만원
18,65769,김범수,3200만원
19,64764,박한길,3000만원
20,74748,정재원,3700만원
21,79764,장민재,3700만원
22,61767,문재현,2700만원
