,name,team,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,XBH,GO,AO,GO/AO,GW_RBI,BB/K,P/PA,ISOP,XR,GPA,PO,PKO,IP,DP,GS,A,SB,CS,PB,E,FPCT,CS%,SBA,SB%,OOB
0,유한준,넥센,0.36200000000000004,139,598,520,103,188,42,1,23,301,116,1,8,66,131,138,0.95,9,0.94,4.01,0.217,116.0,0.33799999999999997,248,0,1100.6666666666665,0,129,4,0,0,0,2,0.9921259842519684,0.0,6,50.0,10
1,박병호,넥센,0.34299999999999997,140,622,528,129,181,35,1,53,377,146,0,4,89,87,103,0.84,16,0.48,4.05,0.371,144.7,0.375,1114,0,1132.3333333333333,103,132,93,0,0,0,12,0.9901558654634948,0.0,13,76.92307692307693,2
2,김민성,넥센,0.303,118,489,445,60,135,24,0,16,207,71,2,3,40,120,131,0.92,2,0.50,3.94,0.162,68.1,0.27699999999999997,125,0,797.6666666666665,36,94,209,0,0,0,5,0.9852507374631267,0.0,2,50.0,3
